country,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
DEU,SP.POP.TOTL,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611,82348669,82657002
DEU,SP.POP.GROW,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,-0.0567782618352031,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251,0.807218538573871,0.373724559895838
DJI,SP.URB.TOTL,567893,586197,604662,618275,627823,637777,650515,664929,678931,693345,707774,721944,736126,750407,764703,779016,793314,807720
DJI,SP.URB.GROW,3.16311796731286,3.17228898627621,3.1013713669934,2.22637180741589,1.53249373075503,1.57304128563813,1.97756644074892,2.19159111666247,2.08392343270082,2.10082084431839,2.05971228873621,1.98227398617218,1.94537261709032,1.92144262779684,1.887179714287,1.85440616629979,1.81875231399816,1.79963558580576
DJI,SP.POP.TOTL,742033,765490,789129,806411,818373,830861,846947,865196,882886,901103,919199,936811,954297,971753,989087,1006259,1023261,1040233
DJI,SP.POP.GROW,3.1016497493543,3.11224350831744,3.04136539252469,2.16637325167082,1.47246847937649,1.51442896223044,1.91756063912333,2.13179519553233,2.02400160866773,2.04234815532952,1.9883070131748,1.89789156839079,1.84933894374145,1.81267131886039,1.7680638456514,1.72124773942831,1.67550925836571,1.64501401282776
DMA,SP.URB.TOTL,44606,44560,44841,45168,45464,45738,45990,46219,46429,46637,46818,47012,47316,47473,48060,48710,48968,49410
DMA,SP.URB.GROW,-0.382623560679492,-0.103178350673752,0.628630385275869,0.726597203934633,0.653193248368682,0.600865823937137,0.549451931764078,0.496698740478761,0.453329504443147,0.446995350242368,0.387352685920391,0.413514390792854,0.64456164128827,0.331262369198145,1.22891019328509,1.34341175101285,0.52826757303175,0.898580930888994
DMA,SP.POP.TOTL,68346,68153,68262,68442,68574,68674,68742,68775,68782,68787,68755,68742,68888,68819,69371,70007,70075,70403
DMA,SP.POP.GROW,-0.513704757719484,-0.282786142924393,0.159806506904842,0.263342848818132,0.192678286970014,0.145721639216111,0.0989695603866779,0.0479940671094341,0.0101775991131422,0.00726907951967227,-0.0465312422058471,-0.0189095035364085,0.212163125432016,-0.100212778979274,0.798904314260286,0.912632430301816,0.0970860001159586,0.466977884157329
DNK,SP.URB.TOTL,4544013,4563004,4582981,4601394,4624434,4652908,4681382,4712839,4751268,4785983,4815111,4844002,4872608,4901386,4932961,4974525,5020143,5059173
DNK,SP.URB.GROW,0.350679180938332,0.417063623089164,0.436848120119594,0.400964130257149,0.499468403225543,0.613841537988877,0.610096500558927,0.669712104371388,0.812104326450457,0.727990766226651,0.606766049074667,0.598214062880133,0.588807879418738,0.588870489603471,0.642139401786018,0.839047238460703,0.912853068832918,0.7744611852936
DNK,SP.POP.TOTL,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980
DNK,SP.POP.GROW,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.275481733409308,0.328645158919929,0.443466054321374,0.587547590258978,0.535079062079429,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002,0.780392644135167,0.643350903737356
DOM,SP.URB.TOTL,5274195,5423785,5573543,5762670,5968735,6174304,6379152,6583425,6789862,6998896,7209913,7410669,7603609,7795435,7986119,8175446,8362698,8547288
DOM,SP.URB.GROW,2.86364158534241,2.79678501279131,2.7237026688676,3.33699710741464,3.5134103182523,3.38611514561565,3.2639009551271,3.15199534705477,3.08754907254629,3.0321804973215,2.97044623184602,2.74638339836508,2.57022843655067,2.49153029568948,2.41666036509885,2.34303622631907,2.26458304340081,2.18329373457855
DOM,SP.POP.TOTL,8540791,8669040,8795101,8919852,9043127,9164768,9284168,9402206,9522948,9648061,9775755,9903737,10030882,10157051,10282115,10405832,10527592,10647244
DOM,SP.POP.GROW,1.52687888895349,1.49044315561471,1.4436803902991,1.40844926048238,1.37256671456504,1.33615456062027,1.29440166190212,1.2633758696885,1.27601221390825,1.30524977858784,1.31483782216629,1.30068199219472,1.27563736367599,1.2499609813316,1.2237834052777,1.1960440040584,1.16332018268349,1.13014592909379
DZA,SP.URB.TOTL,18439845,18942742,19449504,19965686,20501248,21036255,21596721,22207751,22849463,23520104,24217375,24935851,25678117,26439316,27217778,28015534,28826081,29639704
DZA,SP.URB.GROW,2.74811230466512,2.69070377933956,2.64007182073424,2.61935316011717,2.6470662285033,2.57616153899167,2.62941198808677,2.78998744748105,2.84862438842223,2.89279288193908,2.9214805958999,2.92362164020675,2.93325834377157,2.92129941666144,2.90182179829983,2.88887793150377,2.85214255674006,2.78342462531066
DZA,SP.POP.TOTL,30774621,31200985,31624696,32055883,32510186,32956690,33435080,33983827,34569592,35196037,35856344,36543541,37260563,38000626,38760168,39543154,40339329,41136546
DZA,SP.POP.GROW,1.40229085828763,1.37593080261361,1.34886695233422,1.35423891111813,1.40727321515229,1.36408196251206,1.44113729642515,1.62790867702938,1.70897167476718,1.79590393152832,1.85870199052442,1.89839428094337,1.94310213435967,1.9667158178046,1.97904881035906,1.99994605069585,1.99343168879913,1.95700247075081
EAP,SP.URB.TOTL,664869369,690009240,716688851,743711842,771106741,798883707,826410060,853873812,881700219,909762514,938080077,965894856,994473135,1023177946,1051853331,1080375610,1109067236,1138074091
EAP,SP.URB.GROW,3.59317184748342,3.78117449414337,3.86655851159325,3.77053319056027,3.68353674809443,3.60222061656184,3.44560200174418,3.32325964182962,3.2588430057157,3.18274787680414,3.1126324248616,2.96507512332553,2.95873601795019,2.88643403122197,2.80258044185796,2.71162130302747,2.65570841607578,2.61542799736985
EAP,SP.POP.TOTL,1817064785,1834160201,1850531105,1866298799,1881619185,1896845515,1911778513,1926362850,1940824032,1955097471,1969241762,1984322091,2001317846,2018121456,2034317097,2049809214,2065223450,2080968782
EAP,SP.POP.GROW,1.00015598826199,0.940825893557772,0.89255584060075,0.852063170264856,0.820896740018753,0.809214219401142,0.787254306263321,0.762867502737748,0.750698758543848,0.735431897207661,0.723457076171513,0.765793682167498,0.856501828865646,0.839627250293361,0.802510718661125,0.761538947042538,0.751983935613239,0.76240331282311
EAR,SP.URB.TOTL,957507719,983588177,1010287668,1036921694,1064154356,1091784280,1120094037,1148947196,1177775174,1206885159,1236639202,1266355697,1295870129,1326036760,1357236002,1389523758,1421569050,1453160846
EAR,SP.URB.GROW,2.77926436781644,2.72378566589917,2.71449897673995,2.63628141207796,2.62629879937684,2.59642070196064,2.5929808221822,2.57595862908786,2.50907771047817,2.47160796411896,2.46535826363576,2.40300444559254,2.33065891912673,2.32790542238048,2.35281878610967,2.37893453698703,2.30620684356806,2.22231878219353
EAR,SP.POP.TOTL,2499206970,2545843129,2591204247,2635731526,2680567394,2725013738,2769421149,2814101547,2857856055,2901516356,2946338808,2991353712,3035261244,3078835706,3122586392,3166642585,3210110979,3252529883
EAR,SP.POP.GROW,1.88565238059226,1.86603828973797,1.78177192000899,1.71840097327534,1.70107871601184,1.65809462949842,1.62962154578319,1.61334790182177,1.55483045900191,1.5277291843868,1.54479404906031,1.52782510544185,1.46781478311514,1.43560828861557,1.42101398638255,1.41088788168906,1.37269656531194,1.32141549863844
EAS,SP.URB.TOTL,848763919,876880694,906856237,936864583,967022565,997364788,1027397885,1057376409,1087741858,1117968806,1148291153,1177159568,1206613250,1236097364,1265610762,1294988514,1324556747,1354328520
EAS,SP.URB.GROW,2.94994040900316,3.31267321461152,3.41842889290479,3.30905217118776,3.21903320364925,3.13769544767553,3.01124496887692,2.9179078950508,2.87177288442794,2.77887145536326,2.71227129390942,2.51403269323977,2.50209765954177,2.44354303253343,2.38762729049877,2.32123120963156,2.28328148708196,2.24767818120517
EAS,SP.POP.TOTL,2048148696,2066530023,2083969920,2100610344,2116651449,2132517760,2148405823,2164155292,2179914111,2195169711,2210203758,2225992094,2243776727,2261274500,2278232287,2294507020,2310721864,2327134580
EAS,SP.POP.GROW,0.94409698205007,0.897460571876366,0.843921782209691,0.798496362173978,0.763640198469858,0.749594885237045,0.745037781068717,0.73307700209115,0.728174131415329,0.699825737308601,0.68486946246864,0.714338483176164,0.798953107153295,0.779835746999453,0.74992164816787,0.714357929736423,0.706680949705699,0.710285225396561
ECA,SP.URB.TOTL,238079874,238586715,239168943,239983417,240967900,242028778,243192777,244580289,246269946,248153732,250188825,252203843,254248697,256569372,259075459,261665732,264115588,266247392
ECA,SP.URB.GROW,0.203129460542058,0.212886957425056,0.244032028354965,0.340543378995491,0.410229595155727,0.440256980286577,0.480934130899087,0.57053997125908,0.690839399572369,0.764927280245558,0.820093650656844,0.805398882224267,0.810794147970228,0.912757873445472,0.976767795962814,0.999814112073039,0.936254044912531,0.807148118800157
ECA,SP.POP.TOTL,370646199,370739184,370807684,371072025,371533136,372077135,372780224,373795966,375281256,377054106,379132241,381278903,383476086,386051693,388842371,391695432,394321096,396482489
ECA,SP.POP.GROW,0.0268381789157814,0.0250872665768185,0.0184766010597741,0.071287897043689,0.124264554839442,0.146420049058563,0.188963237421191,0.272477437000518,0.397353137834557,0.472405688175371,0.551150343393942,0.566204022727774,0.57626660764916,0.67164735795285,0.722876767697528,0.733732024280869,0.67033306632996,0.54813019691953
ECS,SP.URB.TOTL,591738229,593846263,596658392,600019903,603649419,607362884,611119312,615204410,619583863,623834147,627940793,630961782,634989639,639571136,644384592,649265373,654007193,658228229
ECS,SP.URB.GROW,0.304399863956235,0.356244348715222,0.47354495181861,0.563389545017912,0.604899267816464,0.615169150026134,0.618481652230813,0.668461611306427,0.711869571936248,0.685990106233604,0.658291313444238,0.481094560773343,0.638367824313008,0.721507363051629,0.752606821831307,0.757432915155732,0.730336191823994,0.645411250086966
ECS,SP.POP.TOTL,862786211,863909133,865474170,867701442,870270838,872913705,875627934,878767025,882357452,885846236,889222824,891279641,894762079,899035925,903601049,908123143,912374705,915855416
ECS,SP.POP.GROW,0.108791382445531,0.130150666026353,0.18115759403598,0.257347021691004,0.296115216090655,0.303683277044371,0.310938983367208,0.358495986492827,0.408575526602178,0.395393498642989,0.381170892055366,0.231305016525312,0.390723386892674,0.477651668561592,0.507779931041142,0.500452495601294,0.468170207176399,0.381500164452703
ECU,SP.URB.TOTL,7613657,7809948,7988495,8155754,8325670,8497612,8672589,8850960,9031505,9213492,9396971,9577064,9752988,9925137,10095187,10267878,10444726,10630944
ECU,SP.URB.GROW,2.55075761062712,2.54546973479341,2.26040758867352,2.07213088277276,2.0619822695318,2.04416697398271,2.03821792841116,2.03585655806213,2.0193092495047,1.99499112930922,1.97184718035533,1.89836698895406,1.82026264040711,1.74969304059626,1.69881456105916,1.69616057494596,1.70767806527617,1.76718316617636
ECU,SP.POP.TOTL,12626507,12845521,13070609,13301184,13534593,13770012,14009061,14251835,14496797,14742766,14989585,15237728,15483883,15722989,15957994,16195902,16439585,16696944
ECU,SP.POP.GROW,1.71308817043169,1.71968558942167,1.73709315382378,1.7486932014909,1.73957986039204,1.72443317741318,1.72111503482542,1.7181335805958,1.70420581194769,1.68247933289289,1.66031048053538,1.64188311720888,1.60252187198822,1.5324232376039,1.48359860231919,1.47983523757956,1.49338987255655,1.55335626648726
EGY,SP.URB.TOTL,30544806,31212951,31906739,32614852,33319914,34023734,34729618,35418195,36101887,36798803,37535116,38356023,39184092,40052578,40950796,41811127,42639712,43469157
EGY,SP.URB.GROW,2.18171596199955,2.16384500441365,2.19841365576193,2.19505260500755,2.13874688144954,2.09031036470576,2.05345276493424,1.96328035872334,1.91194642943421,1.91201820310785,1.98116039971524,2.16346474675773,2.13592791674744,2.19221928766594,2.21782074687789,2.079125182945,1.96235253343461,1.92656265146592
EGY,SP.POP.TOTL,71371371,72854261,74393759,75963322,77522427,79075310,80629670,82218755,83844783,85501064,87252413,89200054,91240376,93377890,95592324,97723799,99784030,101789386
EGY,SP.POP.GROW,2.07183470577985,2.0564198428314,2.09110329331686,2.08785646198219,2.03166566101876,1.98334143708702,1.94660064062847,1.95167431348286,1.95838290327697,1.95615522230144,2.02763965508429,2.20764281063758,2.26158734403113,2.31570750353087,2.34379305041137,2.20525980686911,2.08630284573945,1.98976849465685
EMU,SP.URB.TOTL,234381189,235945597,237890076,240000854,242128814,244182997,246112194,248153262,250125886,251703061,253074480,253287677,254568545,256128892,257681423,259180525,260667414,261973277
EMU,SP.URB.GROW,0.588520975014291,0.667463121368499,0.824121757186248,0.887291321896086,0.88664684501498,0.848384364530858,0.790061971432038,0.829324206503969,0.794921648057965,0.630552489077445,0.54485590860574,0.0842427889212729,0.505696927371631,0.612937863159814,0.606152233696463,0.581765647886854,0.5736885516379,0.500969024076014
EMU,SP.POP.TOTL,321324622,322562386,324141533,325904835,327702192,329398861,330939600,332660837,334290264,335377620,336171621,335442349,336183135,337328817,338486932,339514675,340509447,341246081
EMU,SP.POP.GROW,0.328616767600721,0.385206708498046,0.489563280946228,0.543991380456646,0.551497494659742,0.517747223369184,0.467742661684539,0.520106085823514,0.489816298995251,0.325273008848399,0.2367483554806,-0.216934433022828,0.220838544151732,0.34079103938393,0.343319319795924,0.303628560762263,0.292998233434247,0.216332911315661
ERI,SP.URB.TOTL,636195,675922,721965,775957,833474,880640,923099,966133,1021965,1066563,1107213,1147380,1183034,1218964,1249275,1276083,1306640,1340124
ERI,SP.URB.GROW,4.79009738761001,6.05725646498872,6.58989764932487,7.21204450132512,7.15054016663028,5.50464079218039,4.70875718243989,4.5565018205489,5.61810177071226,4.27140842948172,3.74047182272589,3.56350351789818,3.06012427527278,2.99189925859062,2.45620653897091,2.12318467799318,2.36637269336708,2.5303190232193
ERI,SP.POP.TOTL,2392880,2461927,2547424,2653390,2763140,2831732,2880093,2926168,3005779,3083888,3147727,3207570,3252596,3296367,3323425,3340006,3365287,3396933
ERI,SP.POP.GROW,1.53299543125693,2.84467152232301,3.41382758677749,4.07554152440981,4.0529646475642,2.45208243654581,1.69340467080078,1.58711319244676,2.68430517830464,2.56543695688394,2.04894664970192,1.88330360533393,1.39398056061833,1.33675062099253,0.817492473750786,0.49767257206961,0.754064581294597,0.935971649156141
ESP,SP.URB.TOTL,30937864,31186430,31708814,32390830,33059302,33727737,34408810,35159317,35833174,36260460,36535850,36773882,36904876,36891840,36890017,36971015,37112875,37311863
ESP,SP.URB.GROW,0.553405611176717,0.800225838968891,1.6611622094209,2.12806716477212,2.04276209944672,2.00175761706271,1.99920810283443,2.15770109034777,1.89844652332989,1.18537790236856,0.756607893274885,0.649389460315482,0.355581830036495,-0.0353294857608428,-0.0049415942468664,0.219325482669056,0.382971718642725,0.534737452920241
ESP,SP.POP.TOTL,40567864,40850412,41431558,42187645,42921895,43653155,44397319,45226803,45954106,46362946,46576897,46742697,46773055,46620045,46480882,46444832,46484062,46593236
ESP,SP.POP.GROW,0.447137014535835,0.694068084334464,1.41259540475782,1.80845446818345,1.7254663034483,1.68934904712031,1.69035255626114,1.85108130845179,1.59533049906372,0.88573598057307,0.460408305051304,0.355338396471428,0.0649259625617232,-0.327669039579687,-0.298951059088036,-0.077588861590047,0.0844301500680736,0.234587922968563
EST,SP.URB.TOTL,969061,961159,953352,945646,938279,931205,924006,918084,913914,910446,906655,902194,899089,897846,897427,899949,902145,905267
EST,SP.URB.GROW,0.23183289495095,-0.818771346779428,-0.815565256432265,-0.811590354293914,-0.782094568681874,-0.756789976535161,-0.776088125147073,-0.642967542479925,-0.455241457878645,-0.380188578712754,-0.41725864442961,-0.493242835001277,-0.34475460828661,-0.138346706837646,-0.046678138378712,0.280631504498476,0.243716597134148,0.345466678877461
EST,SP.POP.TOTL,1396985,1388115,1379350,1370720,1362550,1354775,1346810,1340680,1337090,1334515,1331475,1327439,1322696,1317997,1314545,1315407,1315790,1317384
EST,SP.POP.GROW,0.483707161729931,-0.63696312445507,-0.633433796423808,-0.627622448059203,-0.597820510395586,-0.572255524659659,-0.589655559840225,-0.456188535090031,-0.268133719541207,-0.192768077420229,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938,0.0291122255540077,0.121070631466687
ETH,SP.URB.TOTL,9880497,10302456,10744849,11202149,11674671,12162781,12670080,13214505,13927358,14670369,15455093,16283910,17152352,18033421,18949891,19908240,20917553,21975004
ETH,SP.URB.GROW,4.23557684937443,4.18194992753438,4.20441635341404,4.16791579475958,4.13159883909853,4.09589277615261,4.08627573930679,4.20717814789972,5.25400172848094,5.19746380080012,5.21088478232665,5.22389106918417,5.1957803337979,5.00914514744772,4.95714209926538,4.93355368457339,4.94549465692669,4.93169626482509
ETH,SP.POP.TOTL,67031867,69018932,71073215,73168838,75301026,77469940,79691050,81996185,84357105,86755585,89237791,91817929,94451280,97084366,99746766,102471895,105293228,108197950
ETH,SP.POP.GROW,2.95880518919236,2.92127105923873,2.93296991314103,2.90590770385319,2.87241402666675,2.83962299391293,2.82672932299161,2.85154384116412,2.83863160180599,2.80357593483215,2.82098186260834,2.85029677836164,2.82765624318832,2.74962070654197,2.70542811266671,2.69539316663887,2.71605397227228,2.72133142564532
EUU,SP.URB.TOTL,304085189,305289150,306973917,309030225,311139276,313196512,315160438,317183435,319163672,320838559,322210410,322501582,323810708,325407780,327011738,328571822,330147530,331569232
EUU,SP.URB.GROW,0.340804127803992,0.395928852687405,0.551859442105965,0.669864078386823,0.682474020138329,0.661194570626947,0.627058707473722,0.641894335735117,0.624319173540684,0.524773696675609,0.427582957695563,0.0903670368688694,0.405928551383042,0.493211608060847,0.492907084151454,0.477072783240587,0.479562730123575,0.430626271836715
EUU,SP.POP.TOTL,429342455,429910140,430898141,432434810,434059923,435600393,437014860,438484072,439892213,440934530,441552554,440769682,441419873,442496175,443601373,444570054,445515422,446215182
EUU,SP.POP.GROW,0.119792808014381,0.132221957877434,0.229815700555463,0.356620011502898,0.375805315025417,0.354898003333972,0.324716649188133,0.336192686903146,0.321138460874366,0.236948272598767,0.140162304821075,-0.177299846396082,0.147512641307301,0.243827264206573,0.249764418867571,0.218367448560628,0.21264770118772,0.157067514488872
FCS,SP.URB.TOTL,227304933,234229073,241663006,249479349,257404681,265676736,274057951,282189955,291572706,301538672,311855774,321936916,332341553,343357557,354372409,365740044,377391735,389236616
FCS,SP.URB.GROW,2.84312307960302,3.04618993904543,3.17378748282029,3.23439782090603,3.17674870956954,3.21363813892724,3.1546665041835,2.96725709665691,3.32497696454148,3.41800374140644,3.42148552010602,3.23262958087798,3.23188689550595,3.31466345407611,3.20798298317342,3.20782169020389,3.18578487402381,3.13861695990771
FCS,SP.POP.TOTL,612395529,626177896,641576379,657778626,673751123,690141498,706884119,723581503,741028426,759511035,778427274,797489095,817111040,837103087,856705624,876118480,895949553,916099469
FCS,SP.POP.GROW,2.25004229908427,2.25056623494714,2.45912273466773,2.52538084791306,2.42824810181655,2.43270466504291,2.4259693191207,2.36211050032091,2.4111897454073,2.49418353621971,2.49058119346482,2.44876067895842,2.46046561928223,2.4466744446385,2.34171123060258,2.26598909312168,2.26351497573707,2.24900117785984
FIN,SP.URB.TOTL,4253964,4273258,4290649,4307931,4327463,4349276,4372951,4398523,4426008,4454167,4492880,4543014,4593267,4629925,4651843,4669930,4686120,4699884
FIN,SP.URB.GROW,0.496415301116337,0.452527984505473,0.406146958535345,0.401973890354926,0.452371560777971,0.502793640628433,0.542867277881872,0.583073550661644,0.622924637607349,0.634201339099274,0.865385899923003,1.10967469180396,1.10008671573527,0.794913366886938,0.472281589887817,0.388059711338671,0.346086567723842,0.293287960802983
FIN,SP.POP.TOTL,5176209,5188008,5200598,5213014,5228172,5246096,5266268,5288720,5313399,5338871,5363352,5388272,5413971,5438972,5461512,5479531,5495303,5508214
FIN,SP.POP.GROW,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.342248594286999,0.383777136305104,0.425429832100631,0.465549284507694,0.478246393482911,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507,0.287421401687637,0.234670531705453
FJI,SP.URB.TOTL,398838,406358,413829,421300,428832,436333,443873,451176,458642,465636,472236,478549,484647,490579,496380,501947,507262,512280
FJI,SP.URB.GROW,1.92111334652935,1.86792250611192,1.82183005541335,1.78923239638711,1.77200648528469,1.73404794617401,1.71327721805212,1.63190217996907,1.64124420294959,1.51342637065858,1.40746476113547,1.32797483667207,1.26621818914863,1.21655352939236,1.17554362508096,1.11527739986231,1.05330989712114,0.984371515788986
FJI,SP.POP.TOTL,832509,841320,849891,858306,866694,874923,883083,890648,896731,901383,905169,908355,911059,913453,915560,917200,918371,919019
FJI,SP.POP.GROW,1.09752051437681,1.05280543999033,1.01360189605196,0.985257329508455,0.972529404319471,0.94499091797119,0.928331143605677,0.853009376352656,0.680664088099223,0.517432196093315,0.419141607071656,0.351360475814814,0.297238780271001,0.262426487072664,0.230397589525045,0.178965105930181,0.127589742794731,0.0705348376627642
FRA,SP.URB.TOTL,46221663,46717151,47215240,47708761,48218178,48737209,49233640,49694312,50131182,50550197,50963811,51375729,51793062,52230911,52647802,53009026,53323902,53654868
FRA,SP.URB.GROW,1.02609018706937,1.06627720582144,1.06053654800967,1.03983279598815,1.06210370954027,1.07066966413981,1.01343461629162,0.931335018090846,0.875272981984948,0.832363289760852,0.814895002170066,0.805006988460646,0.809033957422758,0.841828230821577,0.795000594093388,0.683771061907009,0.59224724889287494,0.618752778579461
FRA,SP.POP.TOTL,60921384,61367388,61816234,62256970,62716306,63188395,63628261,64021737,64379696,64710879,65030575,65345233,65662240,66002289,66312067,66548272,66724104,66918020
FRA,SP.POP.GROW,0.686782586857032,0.729430789508821,0.728746206873967,0.710448089652969,0.735098067563242,0.749918325024531,0.693706612114177,0.616493932446319,0.557563757631959,0.513102876178491,0.492821125690305,0.482694781758347,0.483953489768883,0.516539661307546,0.46824634207038,0.355569240058298,0.263868788565368,0.29020211635109
FRO,SP.URB.TOTL,16591,17192,17799,18347,18834,19211,19396,19509,19624,19726,19812,19881,19950,20027,20113,20326,20680,21053
FRO,SP.URB.GROW,2.32320439136337,3.55837796789911,3.46981166044066,3.03237974519666,2.61976736912888,1.98192845584341,0.958382759680014,0.580903831201854,0.587740940106377,0.518425557561371,0.435025219418949,0.34766870482082,0.346464156167298,0.385221978741415,0.428500904779754,1.05344825444907,1.72661949246537,1.787601814819
FRO,SP.POP.TOTL,45660,46245,46813,47392,47989,48291,48313,48361,48411,48429,48410,48386,48392,48418,48465,48816,49500,50230
FRO,SP.POP.GROW,1.00591847845505,1.27307089045739,1.22075921220517,1.22924959571133,1.25183798931429,0.627338991367072,0.0455467690371607,0.0993028196710854,0.103335684804041,0.0371747216177147,-0.0392403891899056,-0.0495888270007087,0.0123995123017319,0.0537134606447883,0.0970242533510219,0.721624002974263,1.39145416003308,1.46397881873087
FSM,SP.URB.TOTL,24945,24998,25008,24966,24884,24773,24624,24444,24253,24060,23990,24064,24162,24280,24420,24581,24762,24966
FSM,SP.URB.GROW,-1.70516264054059,0.212242035502941,0.0399952011090631,-0.168087445026153,-0.328987257608594,-0.447067623413369,-0.603277332211627,-0.733679006385432,-0.784446596058745,-0.798961052554881,-0.291363369492964,0.307987091582606,0.40642033299429,0.48718150939254,0.574950249126112,0.657131811028578,0.73364332056554,0.820467923035951
FSM,SP.POP.TOTL,111709,111948,111992,111805,111438,110940,110301,109532,108704,107868,107588,107887,108232,108609,109024,109462,109925,110430
FSM,SP.POP.GROW,0.152297026498527,0.213720197420152,0.0392962405699845,-0.167115773241494,-0.328790000684937,-0.447886780617126,-0.577652222559237,-0.699624839506227,-0.758815202826041,-0.772033459891083,-0.259914003442924,0.277526573301423,0.319268822321146,0.347720569318122,0.381376448431569,0.400941558500249,0.422085800331518,0.45835209921657
GAB,SP.URB.TOTL,1004078,1040477,1078294,1117646,1158884,1202441,1248711,1297812,1349725,1404767,1463559,1525981,1591211,1657904,1723968,1787489,1847523,1904278
GAB,SP.URB.GROW,3.54974250712575,3.56095543549978,3.57009007263004,3.5844525165144,3.6232785326017,3.68961842776437,3.77581619166747,3.85679503175068,3.92210984170203,3.99705847382003,4.09996879177844,4.17663412806507,4.1857879622497,4.10587923957758,3.90744566331908,3.61832311366208,3.30339812975426,3.02571110958661
GAB,SP.POP.TOTL,1272935,1306590,1341696,1378398,1417110,1458353,1502534,1549774,1599978,1653542,1711105,1772500,1836705,1902226,1966855,2028517,2086206,2140215
GAB,SP.POP.GROW,2.55979388649606,2.60954321589185,2.65137953739362,2.69874699554435,2.76976312159116,2.86881302760127,2.98452993581194,3.09560977258065,3.18807653024551,3.2929774631171,3.42197068660406,3.52516187757304,3.55822259981442,3.50515739344233,3.34110410137597,3.08691638355563,2.80421210921345,2.55591859788162
GBR,SP.URB.TOTL,46319551,46557334,46930583,47323791,47767769,48269624,48798541,49351705,49913475,50463084,51030310,51600211,52130345,52650595,53209683,53802927,54382825,54923317
GBR,SP.URB.GROW,0.433615661051976,0.512040255282785,0.798501015283694,0.834359753141167,0.93379733417362,1.04513367651541,1.08979547464129,1.12718995503098,1.13186919618862,1.09510526789302,1.11777108530512,1.11059917110884,1.02214552018811,0.993032273243824,1.05628515029885,1.10874798285391,1.07205162087653,0.988958891589791
GBR,SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859
GBR,SP.POP.GROW,0.357300887421605,0.384975969564228,0.423337079636281,0.465641113602993,0.568943113421317,0.68661130607346,0.73504867842129,0.778666112441256,0.787032622318939,0.756390859593407,0.783888646646516,0.781506562236639,0.695353132322269,0.669740535540783,0.736463978721671,0.792367505802859,0.757874492811929,0.679374473924223
GEO,SP.URB.TOTL,2146120,2103451,2086373,2087702,2090052,2091919,2095077,2099115,2107603,2103652,2102941,2100564,2099468,2107360,2122558,2140097,2155877,2170854
GEO,SP.URB.GROW,-2.40145855729194,-2.0082231364141,-0.815217755242416,0.0636787812825021,0.112500652161642,0.0892880473841929,0.15084803514687,0.192552045667768,0.403545544001272,-0.187640081602738,-0.0338040788243874,-0.113096106861441,-0.0521900797364174,0.375199996686463,0.718598582760596,0.822919001311653,0.734644621724621,0.692303719304226
GEO,SP.POP.TOTL,4077131,4014373,3978515,3951736,3927340,3902469,3880347,3860158,3848449,3814419,3786695,3756441,3728874,3717668,3719414,3725276,3727505,3728004
GEO,SP.POP.GROW,-1.9446291567975,-1.55123839698929,-0.89725367267161,-0.675365805865971,-0.619262410024726,-0.635292218459481,-0.568484712403705,-0.521646734447263,-0.303790529341209,-0.888185042750245,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007,0.0598165991047394,0.0133860746662629
GHA,SP.URB.TOTL,8638858,9007429,9398332,9801125,10214975,10642858,11084549,11538602,12005167,12483116,12969707,13468281,13986163,14519202,15062212,15615136,16180685,16745249
GHA,SP.URB.GROW,4.22698334801559,4.1779283134726,4.2482545433143,4.19649482844463,4.13576058789423,4.10342759818215,4.06630997622966,4.01459532645514,3.96390305529739,3.90398708167934,3.82393962157783,3.77209578725329,3.77311183733799,3.74035654832644,3.6717041527447,3.60516095351136,3.55775466805047,3.42963292943438
GHA,SP.POP.TOTL,19665502,20195577,20758326,21329514,21906444,22496951,23098586,23708320,24326087,24950762,25574719,26205941,26858762,27525597,28196358,28870939,29554303,30222262
